note,current_folder,proposed_folder,confidence,reason
Apple Notes/CIQ/Team/Gestartet Rick Blick to.md,Apple Notes,Reference,0.47,fallback-reference
Apple Notes/CIQ/Team/Implenia.md,Apple Notes,Reference,0.47,fallback-reference
Apple Notes/CIQ/Team/Jereme intro.md,Apple Notes,Reference,0.47,fallback-reference
Apple Notes/CIQ/Team/Leadership Sourcing Emea 15.12.md,Apple Notes,Reference,0.47,fallback-reference
Apple Notes/CIQ/Team/Matthias.md,Apple Notes,Reference,0.47,fallback-reference
Apple Notes/CIQ/Team/Mgt Meeting (13.01).md,Apple Notes,Meetings,0.65,keywords=meeting
Apple Notes/CIQ/Team/Monthly Team Meet - leadership.md,Apple Notes,Reference,0.47,fallback-reference
Apple Notes/CIQ/Team/N.Janzen call with Bryan.md,Apple Notes,Reference,0.47,fallback-reference
Apple Notes/CIQ/Team/New Note.md,Apple Notes,Reference,0.47,fallback-reference
Apple Notes/CIQ/Team/Nicole Strohmeier - catman intro.md,Apple Notes,Reference,0.47,fallback-reference
Apple Notes/CIQ/Team/Pictet Workshop (new building).md,Apple Notes,Meetings,0.65,keywords=workshop
Apple Notes/CIQ/Team/SSC/Dana Zaroni douch supp lead.md,Apple Notes,Reference,0.47,fallback-reference
Apple Notes/CIQ/Team/SSC/Intro (tactical ops) RO Delu Monica.md,Apple Notes,Reference,0.47,fallback-reference
Apple Notes/CIQ/Team/SSC/Intro Ops TActical buying Brasov Alexandra.md,Apple Notes,Reference,0.47,fallback-reference
Apple Notes/CIQ/Team/SSC/Tactical Team KPMG.md,Apple Notes,Reference,0.47,fallback-reference
Apple Notes/CIQ/Team/Team Meet Weekly & Retro/Team Meet 10.03.md,Apple Notes,Reference,0.47,fallback-reference
Apple Notes/CIQ/Team/Team Meet Weekly & Retro/Weekly Planning 09.01.md,Apple Notes,Reference,0.47,fallback-reference
Apple Notes/CIQ/Team/Team Meeting Management 22.12.md,Apple Notes,Meetings,0.65,keywords=meeting
Apple Notes/CIQ/Team/Team Meetings.md,Apple Notes,Reference,0.47,fallback-reference
Apple Notes/CIQ/Team/Thomas PS.md,Apple Notes,Reference,0.47,fallback-reference
Apple Notes/CIQ/Team/Ubs LP.md,Apple Notes,Reference,0.47,fallback-reference
Apple Notes/CIQ/Team/Victor kennenlern.md,Apple Notes,Reference,0.47,fallback-reference
Apple Notes/CIQ/Team/Weekly Scrum CS 06.02.md,Apple Notes,Reference,0.47,fallback-reference
Apple Notes/CIQ/Team/Weekly scrum (2) 16.01.md,Apple Notes,Reference,0.47,fallback-reference
Apple Notes/CIQ/Team/Weekly scrum MCP .md,Apple Notes,Reference,0.47,fallback-reference
Apple Notes/CIQ/Tl Meeting CIQ 01.12.md,Apple Notes,Meetings,0.65,keywords=meeting
Apple Notes/CM community july 23 q3.md,Apple Notes,Reference,0.47,fallback-reference
Apple Notes/CNS Customs Software Searates ERP.md,Apple Notes,Projects,0.61,"keywords=plan,project"
Apple Notes/COPY for GPT.md,Apple Notes,HiFi,0.85,"keywords=audio,hifi"
Apple Notes/CR2 -.md,Apple Notes,Meetings,0.65,keywords=workshop
Apple Notes/CR2 → I ip EWL. no cre.md,Apple Notes,Reference,0.47,fallback-reference
Apple Notes/CS Opdch -By Il 27.06. 2023..md,Apple Notes,Reference,0.47,fallback-reference
Apple Notes/CS process 08.02.md,Apple Notes,Reference,0.47,fallback-reference
Apple Notes/CW1 Partners.md,Apple Notes,Customers,0.53,keywords=customer
Apple Notes/Call Erich - 19.02.2021.md,Apple Notes,Reference,0.47,fallback-reference
Apple Notes/Call lars ba socialversicherung.md,Apple Notes,Reference,0.47,fallback-reference
Apple Notes/Call with Rebekka Wife.md,Apple Notes,Reference,0.47,fallback-reference
Apple Notes/Campus pictet.md,Apple Notes,Reference,0.47,fallback-reference
Apple Notes/Capex report.md,Apple Notes,Reference,0.47,fallback-reference
Apple Notes/Cargo Partner Peter.md,Apple Notes,DPWorld,0.65,keywords=cargo
Apple Notes/CargoWise rollout SK 1806.md,Apple Notes,Reference,0.47,fallback-reference
Apple Notes/Caroline (111.md,Apple Notes,Reference,0.47,fallback-reference
Apple Notes/Caroline.md,Apple Notes,Reference,0.47,fallback-reference
Apple Notes/Carrie H. 18.02..md,Apple Notes,Reference,0.47,fallback-reference
Apple Notes/Carrie Hui - Karel (( weChat.md,Apple Notes,Reference,0.47,fallback-reference
Apple Notes/Ceb com board discussion.md,Apple Notes,Reference,0.47,fallback-reference
Apple Notes/Checklist Notes (AWK).md,Apple Notes,Reference,0.47,fallback-reference
Apple Notes/Checkliste Mami Kontos.md,Apple Notes,Reference,0.65,keywords=guide
Apple Notes/China Rail --.md,Apple Notes,DPWorld,0.65,keywords=dp
Apple Notes/Christoph Stein to Me (Direct Message) (153 PM).md,Apple Notes,DPWorld,0.65,keywords=cargo
Apple Notes/Clean Eating Cheat Sheet.md,Apple Notes,Reference,0.47,fallback-reference
Apple Notes/Communication and Implementation Strategy.md,Apple Notes,Projects,0.73,"keywords=plan,project"
Apple Notes/Contract.md,Apple Notes,Reference,0.47,fallback-reference
Apple Notes/Cooking list for Home.md,Apple Notes,Reference,0.47,fallback-reference
Apple Notes/Cost center split 2015.md,Apple Notes,Personal,0.65,keywords=family
Apple Notes/Cost.md,Apple Notes,Reference,0.47,fallback-reference
Apple Notes/Cp Pro-Con.md,Apple Notes,Reference,0.47,fallback-reference
Apple Notes/Cr3 reflexions.md,Apple Notes,Ideas,0.65,keywords=concept
Apple Notes/Crm.md,Apple Notes,Customers,0.65,keywords=crm
Apple Notes/Crypto Exit Strategy.md,Apple Notes,Reference,0.47,fallback-reference
Apple Notes/Cs townhall 24.04 (Rule).md,Apple Notes,Reference,0.47,fallback-reference
Apple Notes/Current Todos.md,Apple Notes,Projects,0.65,keywords=plan
Apple Notes/Customer Contract.pptx.md,Apple Notes,Customers,0.53,keywords=customer
Apple Notes/Customs Kick Off.md,Apple Notes,Reference,0.47,fallback-reference
Apple Notes/Customs Software Switzerland.md,Apple Notes,Reference,0.47,fallback-reference
Apple Notes/D&D.md,Apple Notes,Reference,0.47,fallback-reference
Apple Notes/D.md,Apple Notes,Reference,0.47,fallback-reference
Apple Notes/DANIL Min.md,Apple Notes,Reference,0.47,fallback-reference
Apple Notes/DB Board.md,Apple Notes,Reference,0.47,fallback-reference
Apple Notes/DB Schenker.md,Apple Notes,Reference,0.47,fallback-reference
Apple Notes/DCSA - Neil Shah - eBL.md,Apple Notes,AI,0.65,keywords=model
Apple Notes/DHL Applied 15.02.md,Apple Notes,Customers,0.53,keywords=client
Apple Notes/DP World/Customer Implementation/Kik/Call Holger.md,Apple Notes,Reference,0.47,fallback-reference
Apple Notes/DP World/Customer Implementation/Kik/Call with Ziad & EDI Note.md,Apple Notes,Customers,0.53,keywords=customer
Apple Notes/DP World/Customer Implementation/Kik/Christine Li KiK - Intro.md,Apple Notes,Projects,0.65,keywords=milestone
Apple Notes/DP World/Customer Implementation/Kik/Dispoliste Call.md,Apple Notes,Reference,0.53,keywords=reference
Apple Notes/DP World/Customer Implementation/Kik/Kik 1st Meeting (Dispoliste und Invoice Edifact9.md,Apple Notes,Meetings,0.65,keywords=meeting
Apple Notes/DP World/Customer Implementation/Kik/Mai Birtt von Kaptz.md,Apple Notes,Reference,0.47,fallback-reference
Apple Notes/DP World/Customer Implementation/Kik/Multi container Invoice.md,Apple Notes,Reference,0.47,fallback-reference
Apple Notes/DP World/Excellence Topics/17.09 ops fortnightly.md,Apple Notes,Reference,0.47,fallback-reference
Apple Notes/DP World/Excellence Topics/AF CapMap Meeting 20.11.md,Apple Notes,Meetings,0.65,keywords=meeting
Apple Notes/DP World/Excellence Topics/AP Process - GSC Walkthrough.md,Apple Notes,Customers,0.65,keywords=account
Apple Notes/DP World/Excellence Topics/Accruals 6 month.md,Apple Notes,Reference,0.47,fallback-reference
Apple Notes/DP World/Excellence Topics/Air update.md,Apple Notes,Reference,0.47,fallback-reference
Apple Notes/DP World/Excellence Topics/Albion.md,Apple Notes,Reference,0.47,fallback-reference
Apple Notes/DP World/Excellence Topics/Alignment OPSX & Product.md,Apple Notes,Meetings,0.73,"keywords=meeting,minutes"
Apple Notes/DP World/Excellence Topics/Barcelona - process flow - cr2 status quo 19.11.md,Apple Notes,Reference,0.47,fallback-reference
Apple Notes/DP World/Excellence Topics/Branches to engage business continuity.md,Apple Notes,Reference,0.47,fallback-reference
Apple Notes/DP World/Excellence Topics/CMR.md,Apple Notes,Reference,0.47,fallback-reference
Apple Notes/DP World/Excellence Topics/Catchup Leandro Customer Booking Confirmation.md,Apple Notes,Customers,0.53,keywords=customer
Apple Notes/DP World/Excellence Topics/Day 1 DP World 02.09.2024.md,Apple Notes,DPWorld,0.65,keywords=dp
Apple Notes/DP World/Excellence Topics/Document Layout (& sooraj handover).md,Apple Notes,Meetings,0.65,keywords=workshop
Apple Notes/DP World/Excellence Topics/Document Layout - Holger JP.md,Apple Notes,Customers,0.53,keywords=customer
Apple Notes/DP World/Excellence Topics/Document.md,Apple Notes,Reference,0.47,fallback-reference
Apple Notes/DP World/Excellence Topics/Duisburg.md,Apple Notes,Reference,0.47,fallback-reference
Apple Notes/DP World/Excellence Topics/Ewl integrat.md,Apple Notes,Reference,0.47,fallback-reference
Apple Notes/DP World/Excellence Topics/FF 100 and related projects (Catchup) 9.09..md,Apple Notes,Meetings,0.65,keywords=meeting
"Apple Notes/DP World/Excellence Topics/FLT Meeting, 14th of October.md",Apple Notes,Meetings,0.73,"keywords=agenda,meeting"
Apple Notes/DP World/Excellence Topics/Floris -- Month End Closing.md,Apple Notes,Reference,0.47,fallback-reference
Apple Notes/DP World/Excellence Topics/Floris Van Drunen.md,Apple Notes,Reference,0.47,fallback-reference
Apple Notes/DP World/Excellence Topics/Followup Risk -  Resilience.md,Apple Notes,Reference,0.47,fallback-reference
Apple Notes/DP World/Excellence Topics/Go.md,Apple Notes,DPWorld,0.89,"keywords=cargo,dp,dpworld,logistics"
"Apple Notes/DP World/Excellence Topics/Good Day Reinier,.md",Apple Notes,Reference,0.47,fallback-reference
Apple Notes/DP World/Excellence Topics/ISO/ISO Job Description.md,Apple Notes,Reference,0.47,fallback-reference
Apple Notes/DP World/Excellence Topics/IT handover rezso.md,Apple Notes,Reference,0.47,fallback-reference
Apple Notes/DP World/Excellence Topics/Ics2.md,Apple Notes,Reference,0.47,fallback-reference
Apple Notes/DP World/Excellence Topics/Ideas for TODOXLS.md,Apple Notes,Projects,0.73,"keywords=delivery,plan"
Apple Notes/DP World/Excellence Topics/Intro AF with Jeannett.md,Apple Notes,Reference,0.47,fallback-reference
Apple Notes/DP World/Excellence Topics/Intro tender.md,Apple Notes,Reference,0.47,fallback-reference
Apple Notes/DP World/Excellence Topics/Introduction OCD Operations Control Dashboard.md,Apple Notes,Projects,0.65,keywords=milestone
Apple Notes/DP World/Excellence Topics/Introduction markus rodatz.md,Apple Notes,Reference,0.47,fallback-reference
Apple Notes/DP World/Excellence Topics/Introduction to GSC MDM Team.md,Apple Notes,DPWorld,0.81,"keywords=cargo,dpworld,logistics"
Apple Notes/DP World/Excellence Topics/Jakub Bozig (QHSE) Freight Europe.md,Apple Notes,Customers,0.53,keywords=customer
Apple Notes/DP World/Excellence Topics/Kapil Steve Signature.md,Apple Notes,Reference,0.47,fallback-reference
Apple Notes/DP World/Excellence Topics/Kath Legal FF100 Update.md,Apple Notes,Reference,0.47,fallback-reference
Apple Notes/DP World/Excellence Topics/Kister meeting duisburg.md,Apple Notes,Meetings,0.65,keywords=meeting
Apple Notes/DP World/Excellence Topics/La City Civils.md,Apple Notes,Reference,0.47,fallback-reference
Apple Notes/DP World/Excellence Topics/Lifting UP presentation paycargo.md,Apple Notes,Reference,0.47,fallback-reference
Apple Notes/DP World/Excellence Topics/MDM - NPM.md,Apple Notes,Customers,0.53,keywords=customer
Apple Notes/DP World/Excellence Topics/Manish - Data Lake - how to interact with.md,Apple Notes,DPWorld,0.65,keywords=dp
"Apple Notes/DP World/Excellence Topics/Marco (PS vs Handling, loss and profit).md",Apple Notes,Reference,0.47,fallback-reference
Apple Notes/DP World/Excellence Topics/McKinsey Duisburg Cluster Reorg Meeting.md,Apple Notes,Meetings,0.65,keywords=meeting
Apple Notes/DP World/Excellence Topics/Mindit holger.md,Apple Notes,Reference,0.47,fallback-reference
Apple Notes/DP World/Excellence Topics/Mohit - analytics.md,Apple Notes,Reference,0.47,fallback-reference
Apple Notes/DP World/Excellence Topics/Nikil - GSC - Performance.md,Apple Notes,Reference,0.47,fallback-reference
Apple Notes/DP World/Excellence Topics/Notes.md,Apple Notes,Meetings,0.73,"keywords=meeting,minutes"
Apple Notes/DP World/Excellence Topics/OCD → watwagh.md,Apple Notes,Reference,0.47,fallback-reference
Apple Notes/DP World/Excellence Topics/OPS Weekly.md,Apple Notes,Customers,0.53,keywords=account
Apple Notes/DP World/Excellence Topics/One remaining business decision intracompany to other entities division.md,Apple Notes,Reference,0.47,fallback-reference
Apple Notes/DP World/Excellence Topics/Open topics rezso.md,Apple Notes,Reference,0.47,fallback-reference
Apple Notes/DP World/Excellence Topics/Ops-x-fortnightly-- 174 g. 2a.md,Apple Notes,Reference,0.47,fallback-reference
Apple Notes/DP World/Excellence Topics/OpsX pCC 07.01.md,Apple Notes,Reference,0.47,fallback-reference
Apple Notes/DP World/Excellence Topics/PM-.md,Apple Notes,Reference,0.47,fallback-reference
Apple Notes/DP World/Excellence Topics/PMI Thoughts.md,Apple Notes,Reference,0.47,fallback-reference
Apple Notes/DP World/Excellence Topics/Pallets.md,Apple Notes,Reference,0.47,fallback-reference
Apple Notes/DP World/Excellence Topics/Pay Cargo (notes).md,Apple Notes,DPWorld,0.99,"keywords=cargo,dp,port,terminal"
Apple Notes/DP World/Excellence Topics/Pcc 26.11.24.md,Apple Notes,Reference,0.47,fallback-reference
Apple Notes/DP World/Excellence Topics/Pcc catchup.md,Apple Notes,Reference,0.47,fallback-reference
Apple Notes/DP World/Excellence Topics/Peocess clarification prep call 16.09.md,Apple Notes,Reference,0.47,fallback-reference
Apple Notes/DP World/Excellence Topics/Perf.md,Apple Notes,Reference,0.47,fallback-reference
Apple Notes/DP World/Excellence Topics/Pmo introduction.md,Apple Notes,Reference,0.47,fallback-reference
"Apple Notes/DP World/Excellence Topics/Prep. Meeting,.md",Apple Notes,Meetings,0.65,keywords=meeting
Apple Notes/DP World/Excellence Topics/Process Clarification 12th of November.md,Apple Notes,Reference,0.47,fallback-reference
Apple Notes/DP World/Excellence Topics/Process Clarification Call (Prep Intro).md,Apple Notes,Meetings,0.65,keywords=agenda
Apple Notes/DP World/Excellence Topics/Process Excellence Call 1 10 24.md,Apple Notes,Reference,0.47,fallback-reference
Apple Notes/DP World/Excellence Topics/Process excellence call 15.10.md,Apple Notes,Reference,0.47,fallback-reference
Apple Notes/DP World/Excellence Topics/Profit Sharing Intro.md,Apple Notes,Reference,0.47,fallback-reference
Apple Notes/DP World/Excellence Topics/Rail Intro.md,Apple Notes,Reference,0.47,fallback-reference
Apple Notes/DP World/Excellence Topics/Rezso Call - tansfer to todos.md,Apple Notes,Reference,0.47,fallback-reference
Apple Notes/DP World/Excellence Topics/Rob Meeting.md,Apple Notes,Meetings,0.65,keywords=meeting
Apple Notes/DP World/Excellence Topics/Stuart - Procurement.md,Apple Notes,DPWorld,0.73,"keywords=dp,dpworld"
Apple Notes/DP World/Excellence Topics/Tech Team Introduction.md,Apple Notes,DPWorld,0.65,keywords=cargo
Apple Notes/DP World/Excellence Topics/TiaB - CR2 Introduction.md,Apple Notes,Customers,0.53,keywords=customer
Apple Notes/DP World/Excellence Topics/Unique it dd.md,Apple Notes,Reference,0.47,fallback-reference
Apple Notes/DP World/Excellence Topics/WISOR Sowmyaa Ramadurai (IT Security).md,Apple Notes,AI,0.53,keywords=ai
Apple Notes/DP World/Excellence Topics/Wisor --  Instruction.md,Apple Notes,Reference,0.47,fallback-reference
Apple Notes/DP World/Excellence Topics/iLean Introduction (Freight Fowarding).md,Apple Notes,Reference,0.47,fallback-reference
Apple Notes/DP World/Excellence Topics/log.do. in.md,Apple Notes,Reference,0.47,fallback-reference
Apple Notes/DP World/Excellence Topics/sïtatun.md,Apple Notes,Reference,0.47,fallback-reference
Apple Notes/DP World/Here are the list of topics to be discussed in the meeting tomorrow….md,Apple Notes,Meetings,0.65,keywords=meeting
Apple Notes/DP World/Innovation Topics/AI Vendors Handover Rezso.md,Apple Notes,AI,0.65,keywords=ai
Apple Notes/DP World/Innovation Topics/Business Continuity (Will - Atif).md,Apple Notes,Reference,0.47,fallback-reference
Apple Notes/DP World/Innovation Topics/DoricTec.md,Apple Notes,Reference,0.47,fallback-reference
Apple Notes/DP World/Innovation Topics/Ideas for OCD.md,Apple Notes,DPWorld,0.65,keywords=dp
Apple Notes/DP World/Innovation Topics/Mind.it leif.md,Apple Notes,Reference,0.47,fallback-reference
Apple Notes/DP World/Innovation Topics/Minit workshop 2409.md,Apple Notes,Meetings,0.65,keywords=workshop
"Apple Notes/DP World/Innovation Topics/Paycargo Minutes (Intro, 17.09).md",Apple Notes,Customers,0.53,keywords=account
Apple Notes/DP World/Innovation Topics/Prep CAll.md,Apple Notes,Reference,0.47,fallback-reference
Apple Notes/DP World/Innovation Topics/Wili Follett Business Continuity.md,Apple Notes,Reference,0.47,fallback-reference
Apple Notes/DP World/Innovation Topics/Winsor AI.md,Apple Notes,AI,0.65,keywords=ai
Apple Notes/DP World/Innovation Topics/Wisor - Kick Off - Next Steps.md,Apple Notes,Reference,0.47,fallback-reference
Apple Notes/DP World/Innovation Topics/Wisor with Nick.md,Apple Notes,Reference,0.47,fallback-reference
Apple Notes/DP World/Innovation Topics/Zero Down - First Meeting.md,Apple Notes,Meetings,0.65,keywords=meeting
Apple Notes/DP World/Intro Stefanie Böhm (Treuhand).md,Apple Notes,Projects,0.65,keywords=plan
Apple Notes/DP World Interview.md,Apple Notes,Personal,0.53,keywords=family
Apple Notes/DP World Logistics Germany B.V. & Co. KG.md,Apple Notes,DPWorld,0.99,"keywords=dp,dpworld,logistics"
Apple Notes/DXB - Mom Preferred Part'.md,Apple Notes,Reference,0.47,fallback-reference
Apple Notes/Day 1 logineer ham 14 07 25.md,Apple Notes,Reference,0.47,fallback-reference
Apple Notes/Db april.md,Apple Notes,Reference,0.47,fallback-reference
Apple Notes/Deal Making Cook Book.md,Apple Notes,Ideas,0.73,"keywords=concept,idea"
Apple Notes/Deal workshop 1 - 17.05.md,Apple Notes,Meetings,0.65,keywords=workshop
Apple Notes/Dear Markus.md,Apple Notes,Reference,0.47,fallback-reference
"Apple Notes/Dear Mr. Mag. Krauter,.md",Apple Notes,DPWorld,0.73,"keywords=cargo,logistics"
"Apple Notes/Dear Sender,.md",Apple Notes,Reference,0.53,keywords=manual
Apple Notes/Denise Agile __ Nicole Opphiger ( DA-AD).md,Apple Notes,Reference,0.47,fallback-reference
Apple Notes/Dewlap.md,Apple Notes,Reference,0.47,fallback-reference
Apple Notes/Digital Board Reporting.md,Apple Notes,Reference,0.47,fallback-reference
Apple Notes/Dimitri.md,Apple Notes,Reference,0.47,fallback-reference
Apple Notes/Discount units to pay for project.md,Apple Notes,Projects,0.65,keywords=project
Apple Notes/Document Layout Miriam Fathima.md,Apple Notes,Reference,0.47,fallback-reference
Apple Notes/Dog breads.md,Apple Notes,Reference,0.47,fallback-reference
Apple Notes/Dp world global freight gmbh.md,Apple Notes,DPWorld,0.65,keywords=dp
Apple Notes/Draft Antwort an Herr Krauter.md,Apple Notes,Projects,0.61,"keywords=plan,project"
